-5.176923076923063416e-01 -1.469230769230770450e-01
-4.730769230769216738e-01 -1.469230769230770450e-01
-4.284615384615370615e-01 -1.469230769230770450e-01
-3.838461538461524492e-01 -1.469230769230770450e-01
-3.392307692307678368e-01 -1.469230769230770450e-01
-2.946153846153832245e-01 -1.469230769230770450e-01
-2.499999999999986122e-01 -1.469230769230770450e-01
-2.053846153846139999e-01 -1.469230769230770450e-01
-1.607692307692293876e-01 -1.469230769230770450e-01
-1.161538461538447753e-01 -1.469230769230770450e-01
-7.153846153846016298e-02 -1.469230769230770450e-01
-2.692307692307555067e-02 -1.469230769230770450e-01
1.769230769230906164e-02 -1.469230769230770450e-01
6.230769230769367395e-02 -1.469230769230770450e-01
1.069230769230782863e-01 -1.469230769230770450e-01
1.515384615384628986e-01 -1.469230769230770450e-01
1.961538461538475109e-01 -1.469230769230770450e-01
2.407692307692321232e-01 -1.469230769230770450e-01
2.853846153846167355e-01 -1.469230769230770450e-01
3.300000000000013478e-01 -1.469230769230770450e-01
3.746153846153859601e-01 -1.469230769230770450e-01
4.192307692307705724e-01 -1.469230769230770450e-01
4.638461538461551847e-01 -1.469230769230770450e-01
5.084615384615398526e-01 -1.469230769230770450e-01
5.530769230769243539e-01 -1.469230769230770450e-01
5.976923076923090772e-01 -1.469230769230770450e-01
6.423076923076935785e-01 -1.469230769230770450e-01
6.869230769230783018e-01 -1.469230769230770450e-01
7.315384615384628031e-01 -1.469230769230770450e-01
7.761538461538475264e-01 -1.469230769230770450e-01
8.207692307692320277e-01 -1.469230769230770450e-01
8.653846153846167510e-01 -1.469230769230770450e-01
9.100000000000012523e-01 -1.469230769230770450e-01
9.546153846153859757e-01 -1.469230769230770450e-01
9.992307692307704770e-01 -1.469230769230770450e-01
1.043846153846155200e+00 -1.469230769230770450e-01
1.088461538461539702e+00 -1.469230769230770450e-01
1.133076923076924425e+00 -1.469230769230770450e-01
1.177692307692309148e+00 -1.469230769230770450e-01
-1.677692307692307594e+00 -1.053846153846155209e-01
-1.633076923076923093e+00 -1.053846153846155209e-01
-1.588461538461538369e+00 -1.053846153846155209e-01
-1.543846153846153646e+00 -1.053846153846155209e-01
-1.499230769230768923e+00 -1.053846153846155209e-01
-1.454615384615384199e+00 -1.053846153846155209e-01
-1.409999999999999476e+00 -1.053846153846155209e-01
-1.365384615384614753e+00 -1.053846153846155209e-01
-1.320769230769230029e+00 -1.053846153846155209e-01
-1.276153846153845306e+00 -1.053846153846155209e-01
-1.231538461538460583e+00 -1.053846153846155209e-01
-1.186923076923075859e+00 -1.053846153846155209e-01
-1.142307692307691136e+00 -1.053846153846155209e-01
-1.097692307692306413e+00 -1.053846153846155209e-01
-1.053076923076921689e+00 -1.053846153846155209e-01
-1.008461538461536966e+00 -1.053846153846155209e-01
-9.638461538461524647e-01 -1.053846153846155209e-01
-9.192307692307677414e-01 -1.053846153846155209e-01
-8.746153846153832401e-01 -1.053846153846155209e-01
-8.299999999999985167e-01 -1.053846153846155209e-01
-7.853846153846140155e-01 -1.053846153846155209e-01
-7.407692307692292921e-01 -1.053846153846155209e-01
-6.961538461538447908e-01 -1.053846153846155209e-01
-6.515384615384600675e-01 -1.053846153846155209e-01
-6.069230769230755662e-01 -1.053846153846155209e-01
-5.623076923076908429e-01 -1.053846153846155209e-01
-5.176923076923063416e-01 -1.053846153846155209e-01
-4.730769230769216738e-01 -1.053846153846155209e-01
-4.284615384615370615e-01 -1.053846153846155209e-01
-3.838461538461524492e-01 -1.053846153846155209e-01
-3.392307692307678368e-01 -1.053846153846155209e-01
-2.946153846153832245e-01 -1.053846153846155209e-01
-2.499999999999986122e-01 -1.053846153846155209e-01
-2.053846153846139999e-01 -1.053846153846155209e-01
-1.607692307692293876e-01 -1.053846153846155209e-01
-1.161538461538447753e-01 -1.053846153846155209e-01
-7.153846153846016298e-02 -1.053846153846155209e-01
-2.692307692307555067e-02 -1.053846153846155209e-01
1.769230769230906164e-02 -1.053846153846155209e-01
6.230769230769367395e-02 -1.053846153846155209e-01
1.069230769230782863e-01 -1.053846153846155209e-01
1.515384615384628986e-01 -1.053846153846155209e-01
1.961538461538475109e-01 -1.053846153846155209e-01
2.407692307692321232e-01 -1.053846153846155209e-01
2.853846153846167355e-01 -1.053846153846155209e-01
3.300000000000013478e-01 -1.053846153846155209e-01
3.746153846153859601e-01 -1.053846153846155209e-01
4.192307692307705724e-01 -1.053846153846155209e-01
4.638461538461551847e-01 -1.053846153846155209e-01
5.084615384615398526e-01 -1.053846153846155209e-01
5.530769230769243539e-01 -1.053846153846155209e-01
5.976923076923090772e-01 -1.053846153846155209e-01
6.423076923076935785e-01 -1.053846153846155209e-01
6.869230769230783018e-01 -1.053846153846155209e-01
7.315384615384628031e-01 -1.053846153846155209e-01
7.761538461538475264e-01 -1.053846153846155209e-01
8.207692307692320277e-01 -1.053846153846155209e-01
8.653846153846167510e-01 -1.053846153846155209e-01
9.100000000000012523e-01 -1.053846153846155209e-01
9.546153846153859757e-01 -1.053846153846155209e-01
9.992307692307704770e-01 -1.053846153846155209e-01
1.043846153846155200e+00 -1.053846153846155209e-01
1.088461538461539702e+00 -1.053846153846155209e-01
1.133076923076924425e+00 -1.053846153846155209e-01
1.177692307692309148e+00 -1.053846153846155209e-01
-1.677692307692307594e+00 -6.384615384615396905e-02
-1.633076923076923093e+00 -6.384615384615396905e-02
-1.588461538461538369e+00 -6.384615384615396905e-02
-1.543846153846153646e+00 -6.384615384615396905e-02
-1.499230769230768923e+00 -6.384615384615396905e-02
-1.454615384615384199e+00 -6.384615384615396905e-02
-1.409999999999999476e+00 -6.384615384615396905e-02
-1.365384615384614753e+00 -6.384615384615396905e-02
-1.320769230769230029e+00 -6.384615384615396905e-02
-1.276153846153845306e+00 -6.384615384615396905e-02
-1.231538461538460583e+00 -6.384615384615396905e-02
-1.186923076923075859e+00 -6.384615384615396905e-02
-1.142307692307691136e+00 -6.384615384615396905e-02
-1.097692307692306413e+00 -6.384615384615396905e-02
-1.053076923076921689e+00 -6.384615384615396905e-02
-1.008461538461536966e+00 -6.384615384615396905e-02
-9.638461538461524647e-01 -6.384615384615396905e-02
-9.192307692307677414e-01 -6.384615384615396905e-02
-8.746153846153832401e-01 -6.384615384615396905e-02
-8.299999999999985167e-01 -6.384615384615396905e-02
-7.853846153846140155e-01 -6.384615384615396905e-02
-7.407692307692292921e-01 -6.384615384615396905e-02
-6.961538461538447908e-01 -6.384615384615396905e-02
-6.515384615384600675e-01 -6.384615384615396905e-02
-6.069230769230755662e-01 -6.384615384615396905e-02
-5.623076923076908429e-01 -6.384615384615396905e-02
-5.176923076923063416e-01 -6.384615384615396905e-02
-4.730769230769216738e-01 -6.384615384615396905e-02
-4.284615384615370615e-01 -6.384615384615396905e-02
-3.838461538461524492e-01 -6.384615384615396905e-02
-3.392307692307678368e-01 -6.384615384615396905e-02
-2.946153846153832245e-01 -6.384615384615396905e-02
-2.499999999999986122e-01 -6.384615384615396905e-02
-2.053846153846139999e-01 -6.384615384615396905e-02
-1.607692307692293876e-01 -6.384615384615396905e-02
-1.161538461538447753e-01 -6.384615384615396905e-02
-7.153846153846016298e-02 -6.384615384615396905e-02
-2.692307692307555067e-02 -6.384615384615396905e-02
1.769230769230906164e-02 -6.384615384615396905e-02
6.230769230769367395e-02 -6.384615384615396905e-02
1.069230769230782863e-01 -6.384615384615396905e-02
1.515384615384628986e-01 -6.384615384615396905e-02
1.961538461538475109e-01 -6.384615384615396905e-02
2.407692307692321232e-01 -6.384615384615396905e-02
2.853846153846167355e-01 -6.384615384615396905e-02
3.300000000000013478e-01 -6.384615384615396905e-02
3.746153846153859601e-01 -6.384615384615396905e-02
4.192307692307705724e-01 -6.384615384615396905e-02
4.638461538461551847e-01 -6.384615384615396905e-02
5.084615384615398526e-01 -6.384615384615396905e-02
5.530769230769243539e-01 -6.384615384615396905e-02
5.976923076923090772e-01 -6.384615384615396905e-02
6.423076923076935785e-01 -6.384615384615396905e-02
6.869230769230783018e-01 -6.384615384615396905e-02
7.315384615384628031e-01 -6.384615384615396905e-02
7.761538461538475264e-01 -6.384615384615396905e-02
8.207692307692320277e-01 -6.384615384615396905e-02
8.653846153846167510e-01 -6.384615384615396905e-02
9.100000000000012523e-01 -6.384615384615396905e-02
9.546153846153859757e-01 -6.384615384615396905e-02
9.992307692307704770e-01 -6.384615384615396905e-02
1.043846153846155200e+00 -6.384615384615396905e-02
1.088461538461539702e+00 -6.384615384615396905e-02
1.133076923076924425e+00 -6.384615384615396905e-02
1.177692307692309148e+00 -6.384615384615396905e-02
-1.677692307692307594e+00 -2.230769230769243799e-02
-1.633076923076923093e+00 -2.230769230769243799e-02
-1.588461538461538369e+00 -2.230769230769243799e-02
-1.543846153846153646e+00 -2.230769230769243799e-02
-1.499230769230768923e+00 -2.230769230769243799e-02
-1.454615384615384199e+00 -2.230769230769243799e-02
-1.409999999999999476e+00 -2.230769230769243799e-02
-1.365384615384614753e+00 -2.230769230769243799e-02
-1.320769230769230029e+00 -2.230769230769243799e-02
-1.276153846153845306e+00 -2.230769230769243799e-02
-1.231538461538460583e+00 -2.230769230769243799e-02
-1.186923076923075859e+00 -2.230769230769243799e-02
-1.142307692307691136e+00 -2.230769230769243799e-02
-1.097692307692306413e+00 -2.230769230769243799e-02
-1.053076923076921689e+00 -2.230769230769243799e-02
-1.008461538461536966e+00 -2.230769230769243799e-02
-9.638461538461524647e-01 -2.230769230769243799e-02
-9.192307692307677414e-01 -2.230769230769243799e-02
-8.746153846153832401e-01 -2.230769230769243799e-02
-8.299999999999985167e-01 -2.230769230769243799e-02
-7.853846153846140155e-01 -2.230769230769243799e-02
-7.407692307692292921e-01 -2.230769230769243799e-02
-6.961538461538447908e-01 -2.230769230769243799e-02
-6.515384615384600675e-01 -2.230769230769243799e-02
-6.069230769230755662e-01 -2.230769230769243799e-02
-5.623076923076908429e-01 -2.230769230769243799e-02
-5.176923076923063416e-01 -2.230769230769243799e-02
-4.730769230769216738e-01 -2.230769230769243799e-02
-4.284615384615370615e-01 -2.230769230769243799e-02
-3.838461538461524492e-01 -2.230769230769243799e-02
-3.392307692307678368e-01 -2.230769230769243799e-02
-2.946153846153832245e-01 -2.230769230769243799e-02
-2.499999999999986122e-01 -2.230769230769243799e-02
-2.053846153846139999e-01 -2.230769230769243799e-02
-1.607692307692293876e-01 -2.230769230769243799e-02
-1.161538461538447753e-01 -2.230769230769243799e-02
-7.153846153846016298e-02 -2.230769230769243799e-02
-2.692307692307555067e-02 -2.230769230769243799e-02
1.769230769230906164e-02 -2.230769230769243799e-02
6.230769230769367395e-02 -2.230769230769243799e-02
1.069230769230782863e-01 -2.230769230769243799e-02
1.515384615384628986e-01 -2.230769230769243799e-02
1.961538461538475109e-01 -2.230769230769243799e-02
2.407692307692321232e-01 -2.230769230769243799e-02
2.853846153846167355e-01 -2.230769230769243799e-02
3.300000000000013478e-01 -2.230769230769243799e-02
3.746153846153859601e-01 -2.230769230769243799e-02
4.192307692307705724e-01 -2.230769230769243799e-02
4.638461538461551847e-01 -2.230769230769243799e-02
5.084615384615398526e-01 -2.230769230769243799e-02
5.530769230769243539e-01 -2.230769230769243799e-02
5.976923076923090772e-01 -2.230769230769243799e-02
6.423076923076935785e-01 -2.230769230769243799e-02
6.869230769230783018e-01 -2.230769230769243799e-02
7.315384615384628031e-01 -2.230769230769243799e-02
7.761538461538475264e-01 -2.230769230769243799e-02
8.207692307692320277e-01 -2.230769230769243799e-02
8.653846153846167510e-01 -2.230769230769243799e-02
9.100000000000012523e-01 -2.230769230769243799e-02
9.546153846153859757e-01 -2.230769230769243799e-02
9.992307692307704770e-01 -2.230769230769243799e-02
1.043846153846155200e+00 -2.230769230769243799e-02
1.088461538461539702e+00 -2.230769230769243799e-02
1.133076923076924425e+00 -2.230769230769243799e-02
1.177692307692309148e+00 -2.230769230769243799e-02
-1.677692307692307594e+00 1.923076923076910000e-02
-1.633076923076923093e+00 1.923076923076910000e-02
-1.588461538461538369e+00 1.923076923076910000e-02
-1.543846153846153646e+00 1.923076923076910000e-02
-1.499230769230768923e+00 1.923076923076910000e-02
-1.454615384615384199e+00 1.923076923076910000e-02
-1.409999999999999476e+00 1.923076923076910000e-02
-1.365384615384614753e+00 1.923076923076910000e-02
-1.320769230769230029e+00 1.923076923076910000e-02
-1.276153846153845306e+00 1.923076923076910000e-02
-1.231538461538460583e+00 1.923076923076910000e-02
-1.186923076923075859e+00 1.923076923076910000e-02
-1.142307692307691136e+00 1.923076923076910000e-02
-1.097692307692306413e+00 1.923076923076910000e-02
-1.053076923076921689e+00 1.923076923076910000e-02
-1.008461538461536966e+00 1.923076923076910000e-02
-9.638461538461524647e-01 1.923076923076910000e-02
-9.192307692307677414e-01 1.923076923076910000e-02
-8.746153846153832401e-01 1.923076923076910000e-02
-8.299999999999985167e-01 1.923076923076910000e-02
-7.853846153846140155e-01 1.923076923076910000e-02
-7.407692307692292921e-01 1.923076923076910000e-02
-6.961538461538447908e-01 1.923076923076910000e-02
-6.515384615384600675e-01 1.923076923076910000e-02
-6.069230769230755662e-01 1.923076923076910000e-02
-5.623076923076908429e-01 1.923076923076910000e-02
-5.176923076923063416e-01 1.923076923076910000e-02
-4.730769230769216738e-01 1.923076923076910000e-02
-4.284615384615370615e-01 1.923076923076910000e-02
-3.838461538461524492e-01 1.923076923076910000e-02
-3.392307692307678368e-01 1.923076923076910000e-02
-2.946153846153832245e-01 1.923076923076910000e-02
-2.499999999999986122e-01 1.923076923076910000e-02
-2.053846153846139999e-01 1.923076923076910000e-02
-1.607692307692293876e-01 1.923076923076910000e-02
-1.161538461538447753e-01 1.923076923076910000e-02
-7.153846153846016298e-02 1.923076923076910000e-02
-2.692307692307555067e-02 1.923076923076910000e-02
1.769230769230906164e-02 1.923076923076910000e-02
6.230769230769367395e-02 1.923076923076910000e-02
1.069230769230782863e-01 1.923076923076910000e-02
1.515384615384628986e-01 1.923076923076910000e-02
1.961538461538475109e-01 1.923076923076910000e-02
2.407692307692321232e-01 1.923076923076910000e-02
2.853846153846167355e-01 1.923076923076910000e-02
3.300000000000013478e-01 1.923076923076910000e-02
3.746153846153859601e-01 1.923076923076910000e-02
4.192307692307705724e-01 1.923076923076910000e-02
4.638461538461551847e-01 1.923076923076910000e-02
5.084615384615398526e-01 1.923076923076910000e-02
5.530769230769243539e-01 1.923076923076910000e-02
5.976923076923090772e-01 1.923076923076910000e-02
6.423076923076935785e-01 1.923076923076910000e-02
6.869230769230783018e-01 1.923076923076910000e-02
7.315384615384628031e-01 1.923076923076910000e-02
7.761538461538475264e-01 1.923076923076910000e-02
8.207692307692320277e-01 1.923076923076910000e-02
8.653846153846167510e-01 1.923076923076910000e-02
9.100000000000012523e-01 1.923076923076910000e-02
9.546153846153859757e-01 1.923076923076910000e-02
9.992307692307704770e-01 1.923076923076910000e-02
1.043846153846155200e+00 1.923076923076910000e-02
1.088461538461539702e+00 1.923076923076910000e-02
1.133076923076924425e+00 1.923076923076910000e-02
1.177692307692309148e+00 1.923076923076910000e-02
-1.677692307692307594e+00 6.076923076923063799e-02
-1.633076923076923093e+00 6.076923076923063799e-02
-1.588461538461538369e+00 6.076923076923063799e-02
-1.543846153846153646e+00 6.076923076923063799e-02
-1.499230769230768923e+00 6.076923076923063799e-02
-1.454615384615384199e+00 6.076923076923063799e-02
-1.409999999999999476e+00 6.076923076923063799e-02
-1.365384615384614753e+00 6.076923076923063799e-02
-1.320769230769230029e+00 6.076923076923063799e-02
-1.276153846153845306e+00 6.076923076923063799e-02
-1.231538461538460583e+00 6.076923076923063799e-02
-1.186923076923075859e+00 6.076923076923063799e-02
-1.142307692307691136e+00 6.076923076923063799e-02
-1.097692307692306413e+00 6.076923076923063799e-02
-1.053076923076921689e+00 6.076923076923063799e-02
-1.008461538461536966e+00 6.076923076923063799e-02
-9.638461538461524647e-01 6.076923076923063799e-02
-9.192307692307677414e-01 6.076923076923063799e-02
-8.746153846153832401e-01 6.076923076923063799e-02
-8.299999999999985167e-01 6.076923076923063799e-02
-7.853846153846140155e-01 6.076923076923063799e-02
-7.407692307692292921e-01 6.076923076923063799e-02
-6.961538461538447908e-01 6.076923076923063799e-02
-6.515384615384600675e-01 6.076923076923063799e-02
-6.069230769230755662e-01 6.076923076923063799e-02
-5.623076923076908429e-01 6.076923076923063799e-02
-5.176923076923063416e-01 6.076923076923063799e-02
-4.730769230769216738e-01 6.076923076923063799e-02
-4.284615384615370615e-01 6.076923076923063799e-02
